age,gender,class,Fav Subject,Mrks in Maths,Mrks in Science,Mrks in History,Mrks in geography,Mrks in English,Mrks in Marathi,Mrks in Hindi,Mrks in Computer
8,m,3,Maths,45,93,81,97,49,39,77,38
12,f,7,Maths,52,60,47,60,94,36,37,70
10,m,5,Marathi,44,86,90,76,87,52,80,95
15,m,10,Marathi,85,100,64,64,78,77,82,86
13,m,8,Maths,59,40,55,94,73,60,91,55
9,f,4,English,57,60,68,44,47,42,35,52
10,m,5,Marathi,62,57,78,73,77,72,36,57
15,f,10,Geography,54,59,47,72,48,81,49,38
8,m,3,English,69,65,80,58,54,79,95,53
14,f,9,Hindi,99,81,95,81,46,91,38,55
9,f,4,Science,59,90,96,41,49,51,52,39
14,m,9,Science,41,64,83,48,48,78,58,68
15,m,10,Maths,49,89,41,72,62,64,98,47
10,m,5,English,66,66,55,80,66,70,39,45
10,f,5,English,64,88,95,63,80,43,75,85
12,f,7,Computer,51,35,84,69,60,93,50,100
10,m,5,History,83,100,43,80,94,98,44,69
8,f,3,Computer,62,40,50,41,50,79,51,45
10,m,5,History,63,95,54,41,79,98,62,56
15,m,10,Hindi,97,75,87,47,48,38,90,65
6,f,1,History,46,47,66,64,63,93,92,94
12,f,7,Geography,90,71,80,50,56,64,64,42
9,m,4,Science,40,97,43,40,54,63,63,100
13,m,8,Geography,99,100,89,78,96,66,50,90
13,f,8,Maths,37,85,50,62,96,91,48,48
10,m,5,Science,82,98,97,71,82,53,53,100
8,m,3,English,50,97,44,72,87,67,86,52
9,m,4,Hindi,44,43,98,72,61,50,90,76
14,f,9,Geography,98,53,91,76,89,87,60,57
7,m,2,Maths,75,61,99,59,73,59,88,87
9,f,4,English,47,43,80,37,35,69,47,39
9,m,4,Hindi,39,41,51,95,55,75,40,40
10,f,5,History,71,95,59,95,77,46,74,82
7,f,2,Geography,67,45,51,36,48,99,96,89
9,m,4,Geography,47,35,77,59,77,76,87,81
9,m,4,English,84,38,65,50,98,89,70,51
14,m,9,History,97,45,78,59,78,40,55,56
11,f,6,History,40,68,74,57,64,56,87,57
14,f,9,Science,57,76,74,58,75,51,49,89
6,m,1,Science,48,58,73,90,41,80,80,87
7,f,2,Marathi,61,73,80,65,92,60,50,91
12,m,7,Marathi,38,59,36,55,40,95,62,38
14,m,9,History,99,41,69,72,67,39,64,56
14,f,9,Marathi,51,78,82,58,59,90,82,68
8,f,3,Computer,61,55,37,92,39,75,71,96
8,m,3,Science,50,85,100,95,76,64,47,93
15,m,10,Geography,87,67,96,45,36,90,79,83
8,f,3,Computer,44,58,75,91,62,64,92,48
10,m,5,Maths,80,69,50,87,85,58,82,93
15,m,10,Geography,51,44,94,78,79,71,47,35
10,m,5,History,82,61,99,67,53,69,83,47
14,f,9,English,80,95,98,94,57,86,56,48
9,m,4,English,83,74,76,45,59,81,64,92
8,f,3,Hindi,51,42,71,67,71,82,73,81
12,m,7,History,73,51,44,85,96,57,56,71
12,f,7,Marathi,85,47,84,89,62,46,95,59
8,f,3,English,43,74,63,83,71,51,56,60
9,m,4,Computer,76,95,93,48,65,41,85,80
9,m,4,Science,81,45,85,54,96,38,51,63
10,m,5,History,54,50,87,92,91,39,49,83
11,f,6,Hindi,55,71,82,56,50,63,98,63
7,f,2,Geography,95,51,92,81,47,74,76,85
6,m,1,Science,65,50,36,40,89,99,87,47
13,f,8,English,44,76,79,66,35,49,75,93
14,m,9,History,95,75,91,71,43,95,37,74
11,m,6,English,69,100,70,41,83,56,90,70
10,f,5,History,50,59,56,44,41,55,64,56
7,f,2,History,49,44,70,47,45,58,83,56
8,m,3,Marathi,78,64,67,64,36,35,100,61
15,m,10,Maths,73,92,45,53,59,95,76,74
10,f,5,Maths,55,64,59,78,85,95,80,51
7,m,2,English,48,39,80,85,84,86,53,38
10,m,5,History,53,47,73,48,43,81,56,90
11,m,6,Hindi,63,72,96,85,40,38,57,49
15,f,10,Maths,83,48,99,37,35,100,87,90
6,m,1,History,57,85,65,97,43,58,47,40
15,f,10,English,76,45,45,73,41,62,89,61
6,m,1,Hindi,52,54,72,38,85,98,41,36
9,f,4,Science,45,56,56,74,41,36,55,36
7,f,2,Maths,47,80,63,56,73,55,50,99
6,m,1,Maths,75,100,88,72,43,52,72,81
9,m,4,Maths,99,39,52,69,77,37,57,36
7,m,2,Computer,39,79,56,60,82,51,91,94
13,f,8,Science,53,45,54,82,65,55,53,71
15,f,10,History,69,95,56,41,90,35,67,72
15,m,10,Maths,37,48,86,51,82,99,63,88
15,f,10,English,90,81,38,48,93,55,63,52
15,m,10,Science,39,71,39,68,80,61,93,77
15,m,10,Maths,52,63,46,46,100,95,39,75
8,f,3,Geography,35,66,69,81,87,54,50,61
8,f,3,History,72,99,95,60,74,39,87,66
7,m,2,History,38,43,74,62,77,59,55,84
9,m,4,Marathi,53,73,79,37,63,76,68,43
11,f,6,English,89,94,47,56,86,85,96,72
13,m,8,Science,56,37,64,47,94,62,79,69
11,m,6,Science,75,81,39,79,36,82,43,77
6,m,1,History,49,54,39,48,64,70,65,44
12,f,7,Hindi,80,53,64,91,91,100,49,75
14,m,9,Marathi,52,71,58,42,99,98,97,95
12,f,7,Maths,36,89,93,58,72,57,68,93
15,m,10,English,66,86,35,52,83,79,58,83
6,f,1,Maths,47,62,49,54,74,54,93,59
15,f,10,Computer,80,58,80,75,63,62,63,45
13,m,8,History,86,78,51,73,96,72,93,66
12,m,7,History,63,64,49,85,66,47,86,51
13,m,8,Hindi,91,65,47,95,39,61,40,65
15,f,10,Computer,69,90,81,81,59,44,78,38
8,f,3,Maths,50,64,79,90,50,79,83,46
7,m,2,Hindi,56,45,41,77,35,87,81,53
13,f,8,English,79,49,39,37,61,45,49,92
13,m,8,Computer,83,88,98,36,98,58,46,64
13,m,8,Hindi,77,61,68,70,35,97,92,60
15,f,10,Hindi,68,51,88,73,43,95,46,48
10,f,5,Hindi,84,65,98,99,77,74,37,88
13,m,8,Hindi,86,50,75,38,86,61,49,61
10,m,5,Hindi,97,78,73,65,40,70,81,69
13,f,8,Maths,53,84,93,58,36,76,100,90
8,m,3,History,100,71,79,45,64,67,40,97
7,m,2,Hindi,64,87,86,66,98,91,90,96
6,m,1,Hindi,89,56,75,100,55,56,39,38
11,f,6,Science,90,54,48,84,95,47,71,93
10,m,5,Geography,36,39,87,70,95,96,93,49
7,f,2,Hindi,54,76,88,45,79,42,80,42
12,m,7,Maths,51,87,62,85,72,62,55,98
7,f,2,Science,88,94,46,69,93,61,47,84
9,f,4,English,99,65,70,63,91,85,60,44
13,m,8,English,95,75,79,49,97,54,62,64
9,m,4,Geography,69,55,36,45,50,66,55,94
15,m,10,Geography,67,91,38,39,69,56,65,87
13,f,8,History,78,87,38,41,86,54,94,85
7,f,2,Computer,36,86,75,71,94,49,42,70
14,m,9,English,39,82,93,36,58,83,72,45
10,f,5,Geography,64,63,71,39,84,67,74,96
8,m,3,Geography,95,37,99,82,41,51,50,62
13,m,8,Geography,65,79,35,70,77,62,40,45
7,f,2,History,56,40,50,89,93,95,41,73
8,f,3,Computer,75,97,54,49,99,75,85,95
8,m,3,History,97,94,65,55,98,95,37,46
8,m,3,Geography,35,36,82,98,72,38,49,86
8,f,3,Hindi,78,98,44,53,43,45,64,54
11,m,6,History,40,41,65,44,47,44,51,58
6,m,1,Marathi,47,78,95,41,79,63,62,98
10,m,5,Hindi,87,59,61,85,45,89,62,73
10,f,5,Hindi,63,74,72,46,90,47,73,100
15,m,10,Hindi,97,96,54,84,56,91,44,47
12,f,7,Maths,35,72,92,79,86,45,65,73
10,m,5,Hindi,38,70,72,89,80,58,77,64
14,f,9,Science,82,84,66,40,84,80,72,45
9,f,4,History,49,47,67,46,84,94,100,82
6,m,1,Hindi,86,40,42,67,100,70,86,42
14,m,9,Marathi,95,51,36,72,42,37,77,72
10,m,5,History,36,84,51,78,60,72,38,98
6,f,1,Marathi,76,39,42,70,55,99,65,59
8,f,3,English,64,67,73,83,67,57,81,80
10,m,5,Marathi,52,86,82,51,35,89,58,59
6,f,1,Science,75,76,88,47,65,86,70,61
11,m,6,Geography,84,49,54,59,46,92,71,35
10,m,5,Geography,58,76,65,35,65,79,44,77
15,f,10,Science,83,38,66,97,58,72,90,68
9,f,4,Science,94,43,100,36,82,53,82,51
7,m,2,English,79,72,89,67,82,64,72,72
14,m,9,Geography,84,99,72,75,55,95,66,39
15,f,10,Hindi,41,95,56,35,63,46,88,55
6,m,1,Marathi,48,43,87,58,57,43,53,100
8,m,3,Geography,53,78,92,70,50,49,40,82
13,m,8,Marathi,40,94,98,92,41,89,79,98
8,f,3,Marathi,82,84,57,81,84,42,66,64
7,m,2,Geography,81,55,82,86,90,43,68,82
9,f,4,Marathi,79,88,45,47,66,95,90,65
11,m,6,Science,99,69,65,77,87,48,58,95
11,f,6,History,78,70,64,35,99,59,89,72
7,f,2,Marathi,70,73,88,55,100,75,92,76
15,m,10,History,39,70,37,37,100,93,94,66
10,m,5,History,100,88,57,71,70,47,56,99
10,m,5,Maths,99,86,68,51,98,70,100,86
13,f,8,History,39,98,35,58,98,47,36,88
9,f,4,Maths,65,35,37,44,71,57,86,52
6,m,1,Science,81,50,51,89,42,80,85,67
7,f,2,Geography,80,83,35,84,95,77,65,52
11,m,6,Maths,41,99,91,96,69,82,64,65
7,m,2,English,53,44,43,88,55,79,70,73
11,f,6,Marathi,39,87,60,76,95,83,75,69
14,f,9,Computer,89,96,81,89,69,72,41,72
6,m,1,Hindi,93,88,53,47,77,97,35,58
14,m,9,Geography,99,55,82,90,50,60,67,93
13,f,8,English,41,74,47,83,57,73,85,36
11,m,6,English,53,67,65,85,35,61,53,77
8,m,3,Geography,74,66,62,74,100,67,61,65
13,m,8,Geography,36,37,72,59,71,75,54,82
8,f,3,Computer,98,62,72,46,42,45,82,97
11,m,6,English,64,73,38,88,52,57,95,95
6,f,1,Science,55,43,43,72,45,100,36,93
12,m,7,History,71,55,70,55,64,91,72,84
11,f,6,Geography,88,77,48,43,100,39,95,90
10,f,5,Marathi,48,92,57,75,66,43,85,72
8,m,3,Geography,67,37,84,50,99,86,98,52
15,m,10,Maths,51,73,83,58,95,71,95,89
7,m,2,History,45,94,65,44,60,65,87,95
9,f,4,Hindi,58,68,68,64,46,98,58,88
12,f,7,History,43,70,36,57,77,57,40,71
9,m,4,History,52,53,78,65,35,72,100,56
11,f,6,Hindi,100,49,100,50,49,61,98,39
14,m,9,English,83,71,80,62,68,97,82,47
7,m,2,History,63,59,36,56,45,45,79,51
15,f,10,Computer,85,40,40,37,39,76,95,91
8,f,3,History,38,52,42,86,58,80,97,80
9,m,4,English,87,42,64,61,43,35,48,59
6,m,1,Computer,90,96,53,49,99,83,62,62
14,f,9,Computer,41,73,48,43,47,92,100,49
15,m,10,Science,71,43,50,73,65,35,49,37
7,m,2,Marathi,99,74,80,86,50,54,40,64
10,m,5,Geography,86,87,62,46,74,99,70,58
6,f,1,Computer,76,77,84,91,75,70,37,89
12,m,7,Science,45,94,48,93,90,90,58,66
12,f,7,Maths,43,99,88,77,40,65,95,59
7,m,2,Computer,61,41,57,92,85,72,78,95
14,f,9,Computer,42,56,70,68,89,76,35,75
11,f,6,Geography,67,63,99,79,69,36,90,50
12,m,7,Science,46,70,96,72,66,45,60,89
13,m,8,Maths,72,39,98,97,68,68,85,87
9,m,4,Hindi,92,57,96,99,92,49,63,75
12,f,7,Marathi,70,40,90,91,99,94,57,60
7,f,2,History,39,41,71,93,82,75,98,65
7,m,2,Science,73,56,61,79,63,61,56,62
11,f,6,Computer,95,96,95,80,95,73,100,37
14,m,9,Geography,41,81,44,43,59,97,63,80
10,m,5,Hindi,84,44,75,92,95,68,78,61
12,f,7,Marathi,70,53,100,58,80,90,63,72
9,f,4,Science,56,43,78,45,95,43,93,51
8,m,3,History,96,62,51,71,83,50,59,65
8,m,3,Geography,38,46,60,65,65,93,55,82
8,f,3,Marathi,51,90,38,93,78,49,99,71
10,m,5,History,94,57,67,43,59,43,96,45
8,m,3,History,100,81,53,93,35,71,79,83
9,m,4,Maths,83,75,35,49,41,37,89,67
14,f,9,History,54,43,45,44,76,51,66,77
15,m,10,Geography,91,73,100,87,87,48,42,71
6,f,1,Marathi,64,67,75,62,80,51,70,64
12,m,7,Marathi,60,84,88,52,78,67,65,43
8,f,3,History,43,39,78,79,69,80,79,64
8,f,3,Maths,55,96,63,72,72,43,59,82
13,m,8,Hindi,78,52,60,78,52,91,86,88
6,m,1,Marathi,93,90,60,96,91,61,72,37
14,m,9,Science,84,51,70,74,48,40,86,40
9,f,4,Marathi,59,75,84,83,66,61,81,78
8,f,3,Science,81,50,41,72,74,84,78,64
8,m,3,Maths,86,48,55,60,42,75,93,42
8,f,3,Science,97,43,56,52,94,44,88,44
11,m,6,English,97,70,82,76,70,55,99,38
7,m,2,Hindi,88,63,65,90,71,46,46,91
8,f,3,Maths,99,99,46,94,80,63,62,81
9,f,4,English,41,75,59,77,59,60,58,60
10,m,5,English,67,73,98,41,87,48,69,72
10,m,5,Computer,82,57,56,73,52,64,51,78
12,f,7,Maths,59,88,97,46,49,56,35,72
9,m,4,Geography,91,86,90,41,68,59,94,92
7,m,2,Science,44,96,90,95,49,52,89,87
15,m,10,Computer,71,61,89,54,76,63,78,100
8,f,3,Computer,78,81,91,66,67,36,65,60
11,m,6,Geography,51,96,56,70,55,95,94,44
7,f,2,History,71,63,36,69,79,73,75,79
14,m,9,Marathi,94,57,63,53,78,73,38,84
8,f,3,Maths,64,53,76,55,75,70,38,85
12,f,7,Computer,65,35,35,75,39,93,64,94
10,m,5,Geography,55,82,70,85,38,39,80,62
7,m,2,History,71,71,73,99,36,35,78,99
12,m,7,Science,97,84,45,40,65,92,97,62
8,f,3,Geography,68,78,56,37,99,40,39,64
9,f,4,History,65,95,45,53,46,51,85,54
12,m,7,Hindi,44,87,37,96,57,77,74,76
15,f,10,Geography,71,81,45,95,98,80,57,97
6,m,1,Science,44,86,44,69,79,80,79,46
14,m,9,History,37,83,41,71,77,41,69,47
14,f,9,Maths,63,77,78,53,92,49,86,73
11,f,6,Computer,69,67,54,90,40,98,78,93
14,m,9,Computer,72,42,62,68,88,39,58,80
12,m,7,Marathi,76,87,72,55,50,49,61,47
15,f,10,Maths,80,88,91,54,76,75,65,71
13,m,8,Computer,67,82,67,71,46,92,82,82
10,m,5,Marathi,58,82,81,43,70,69,86,95
6,m,1,Maths,90,38,39,61,78,85,44,57
13,f,8,Geography,99,36,59,55,96,98,71,74
14,m,9,Geography,36,97,62,47,83,84,87,84
10,f,5,Hindi,76,76,50,64,60,56,73,35
6,m,1,Science,87,97,59,49,44,100,59,92
6,f,1,Hindi,53,88,100,77,96,49,74,40
9,f,4,English,68,49,100,38,62,78,66,78
11,m,6,Hindi,92,94,49,50,71,42,41,35
14,m,9,English,89,55,53,84,81,89,69,71
15,m,10,Science,53,70,67,95,57,100,95,61
9,f,4,Computer,58,43,74,65,100,48,97,74
11,f,6,History,86,99,93,61,100,90,99,42
7,m,2,Computer,78,59,57,63,45,100,96,48
13,f,8,Marathi,94,56,83,82,59,38,63,36
12,m,7,English,75,99,68,56,76,35,90,55
15,m,10,English,70,73,50,39,45,41,45,72
14,f,9,Science,91,42,75,98,56,85,58,49
12,f,7,Hindi,76,52,37,90,58,52,42,49
11,m,6,Geography,61,95,97,84,98,57,41,60
8,m,3,Computer,38,51,64,48,58,42,82,64
8,f,3,History,72,81,39,68,88,94,92,62
8,m,3,Hindi,97,53,92,53,77,85,57,72
10,m,5,Science,36,51,74,68,48,80,92,92
6,m,1,History,88,40,79,85,84,49,86,63
12,f,7,Hindi,39,77,89,39,36,63,87,35
8,m,3,Geography,75,53,69,52,94,94,99,60
15,f,10,Maths,83,83,71,71,39,96,91,56
13,m,8,Geography,99,42,58,99,63,89,63,98
11,f,6,History,83,94,78,38,76,41,74,82
8,f,3,Science,86,85,65,68,69,62,73,46
7,m,2,Maths,92,88,62,53,57,51,46,48
13,m,8,Science,37,83,97,62,69,65,61,46
15,m,10,Maths,94,68,63,51,38,86,65,75
12,f,7,Maths,46,61,51,100,93,97,73,65
12,f,7,Hindi,68,78,68,47,41,46,71,96
14,m,9,Geography,59,42,61,61,66,55,69,88
15,f,10,Hindi,68,91,83,74,74,59,86,99
12,m,7,Geography,90,78,87,63,73,88,53,100
13,m,8,History,95,52,79,40,44,76,41,79
8,f,3,English,67,94,85,38,54,96,67,88
10,f,5,Hindi,89,86,65,84,67,69,48,93
11,m,6,History,54,44,97,83,76,97,95,85
15,m,10,Science,44,95,57,78,76,36,70,90
7,f,2,Hindi,78,54,41,42,40,79,37,93
6,m,1,Hindi,97,57,90,88,59,68,69,51
10,m,5,Computer,35,53,92,72,38,66,58,86
12,m,7,Marathi,87,67,38,73,51,75,50,58
8,f,3,English,64,51,57,89,44,79,75,80
11,m,6,Computer,61,78,64,41,79,93,44,65
6,f,1,History,69,79,84,51,79,95,51,93
13,m,8,English,93,79,50,86,93,42,45,85
13,f,8,Science,41,61,74,62,99,98,95,92
6,f,1,Hindi,82,73,76,63,45,81,70,46
6,m,1,Hindi,79,46,78,98,35,72,45,72
13,m,8,Maths,98,78,90,80,95,39,36,54
15,m,10,Geography,92,91,73,44,57,89,77,90
8,f,3,Maths,74,36,50,47,39,37,35,95
13,f,8,Science,81,63,60,66,36,55,86,45
15,m,10,Computer,44,87,44,73,82,71,37,35
12,f,7,English,79,70,65,59,59,77,100,60
12,m,7,Science,84,38,80,40,91,69,79,58
9,m,4,English,81,67,38,51,94,78,84,91
12,f,7,Geography,83,41,79,97,75,61,58,44
8,f,3,English,69,39,63,89,57,84,38,91
15,m,10,Hindi,53,47,49,53,48,69,86,92
9,m,4,Marathi,65,68,42,86,65,39,53,38
10,f,5,Maths,46,83,78,52,65,100,75,100
9,m,4,English,57,91,100,49,79,71,50,49
8,m,3,Marathi,65,80,68,95,73,100,77,55
7,m,2,English,69,73,44,39,75,69,45,70
9,f,4,Science,65,91,81,95,76,84,42,38
13,m,8,Science,66,78,57,55,80,97,55,56
8,f,3,History,63,45,46,38,54,44,49,61
6,m,1,Computer,65,55,75,92,62,91,77,50
10,f,5,Geography,80,42,39,54,79,93,60,43
11,f,6,History,49,87,95,75,70,99,86,92
10,m,5,History,65,61,48,62,38,55,90,87
7,m,2,Maths,76,44,52,55,56,53,61,57
10,m,5,History,52,95,63,51,42,35,37,83
9,f,4,Hindi,63,58,76,69,99,44,93,44
15,f,10,Computer,58,73,92,59,58,96,85,47
9,m,4,Maths,52,81,43,56,92,97,59,60
11,f,6,Computer,59,42,51,69,92,88,83,86
11,m,6,Science,79,93,64,95,70,62,42,92
14,m,9,Marathi,98,65,93,40,46,94,86,50
7,f,2,Computer,73,65,37,46,80,44,71,55
9,f,4,Hindi,88,59,54,51,93,58,72,61
12,m,7,Geography,58,49,54,100,65,71,50,43
11,m,6,English,43,37,35,58,57,99,78,83
7,f,2,English,68,38,51,65,90,71,83,58
15,m,10,Science,48,49,35,43,42,97,97,36
13,m,8,Science,57,37,61,99,40,48,44,68
6,m,1,English,52,67,96,87,97,91,64,88
7,f,2,Science,47,98,54,57,70,55,74,61
14,m,9,History,81,96,61,44,72,57,57,67
11,f,6,Computer,44,84,55,54,84,63,36,49
9,m,4,Geography,94,55,53,90,63,83,83,88
9,f,4,English,81,62,60,37,77,65,96,43
9,f,4,Geography,57,85,50,35,91,70,58,90
7,m,2,Maths,90,41,68,85,59,51,46,36
13,m,8,History,49,89,52,98,66,53,54,67
9,m,4,Science,45,37,62,53,81,46,77,70
10,f,5,Science,91,70,55,78,98,51,72,78
11,f,6,Maths,69,80,80,97,82,58,45,80
13,m,8,Geography,90,35,70,54,68,73,89,38
15,f,10,Geography,84,51,86,48,39,46,61,75
7,m,2,Maths,93,44,98,96,56,91,77,66
6,m,1,Geography,60,92,53,89,59,56,40,60
13,f,8,Geography,56,64,79,96,78,81,50,90
9,f,4,Maths,97,91,96,90,96,37,78,78
7,m,2,English,80,51,73,45,99,71,72,69
12,m,7,English,61,88,83,44,76,84,77,58
8,f,3,Marathi,94,52,52,36,59,99,91,44
8,m,3,History,40,47,64,73,100,46,61,51
11,m,6,Hindi,74,100,39,54,75,70,57,64
9,m,4,Science,81,92,47,75,47,88,35,50
15,f,10,Science,36,49,88,38,100,89,64,64
11,m,6,Computer,43,76,96,62,94,50,48,59
12,f,7,English,47,52,72,95,51,82,40,92
14,m,9,Computer,47,44,53,53,44,85,48,91
7,f,2,History,70,91,43,98,58,76,53,47
13,f,8,Maths,36,66,72,52,44,84,53,36
13,m,8,Computer,83,59,55,76,96,95,56,56
9,m,4,Computer,38,76,74,38,57,82,69,67
13,m,8,Maths,57,69,95,67,58,48,93,67
10,f,5,Marathi,86,61,92,69,79,40,48,57
14,f,9,Hindi,37,98,71,93,53,63,37,71
8,m,3,Hindi,99,69,91,97,71,63,42,48
12,f,7,Marathi,59,80,100,64,60,46,99,49
6,m,1,English,82,85,46,53,35,75,36,59
15,m,10,Geography,46,37,35,43,94,61,49,52
9,f,4,Science,99,57,51,89,82,70,39,87
8,f,3,Maths,87,89,42,84,98,65,42,75
11,m,6,Geography,72,72,97,66,60,39,51,85
14,m,9,Science,50,62,60,50,94,48,40,51
14,f,9,Computer,68,61,37,86,75,78,88,57
8,m,3,English,97,68,87,89,66,68,46,79
12,m,7,History,82,84,44,90,44,56,51,35
11,m,6,Marathi,91,98,60,75,97,100,42,94
7,f,2,Hindi,65,35,95,59,64,43,35,94
10,m,5,Maths,57,96,59,56,75,71,58,36
12,f,7,Hindi,69,77,82,62,87,63,89,51
7,m,2,Science,64,74,41,74,55,97,41,77
7,f,2,History,63,40,64,66,66,69,56,68
7,f,2,Computer,70,60,55,92,68,91,94,79
8,m,3,English,53,37,83,55,54,41,71,74
15,m,10,Geography,98,45,66,93,92,79,81,100
12,m,7,Maths,50,66,62,66,72,74,89,66
8,f,3,Marathi,85,68,60,42,100,82,58,91
10,f,5,Geography,93,85,37,43,37,91,51,38
12,m,7,Hindi,52,50,44,72,90,91,48,94
7,f,2,Hindi,42,59,51,97,40,38,57,56
12,m,7,Maths,63,50,61,44,68,100,100,45
10,m,5,Science,72,68,65,81,56,74,83,36
11,f,6,English,67,44,43,72,51,38,98,51
14,f,9,English,81,38,69,36,75,52,35,97
13,m,8,Computer,88,75,63,65,87,58,50,90
8,m,3,History,53,45,61,43,80,91,77,71
11,f,6,Science,78,43,60,35,70,76,52,59
6,m,1,Maths,42,68,98,48,77,54,69,51
12,m,7,Marathi,39,67,69,93,91,51,71,54
10,m,5,Computer,83,76,82,45,63,83,78,66
8,f,3,History,40,76,68,64,66,85,93,88
6,m,1,Geography,77,69,36,48,63,79,90,69
7,f,2,Geography,90,35,72,86,81,99,54,97
10,m,5,Marathi,43,77,38,44,37,58,79,59
8,f,3,English,45,60,83,52,88,47,84,35
7,f,2,Marathi,41,76,96,67,42,58,67,81
14,m,9,Maths,51,79,67,42,44,61,74,86
7,m,2,Computer,51,75,72,91,69,84,75,75
9,m,4,Computer,52,60,40,50,58,49,100,72
11,f,6,Computer,64,88,49,58,68,71,49,65
9,f,4,English,99,70,86,63,82,96,88,80
9,m,4,Science,49,69,82,93,47,51,58,71
13,f,8,History,60,82,55,59,37,37,73,89
9,m,4,Geography,82,78,95,95,36,86,76,85
14,m,9,Maths,98,63,92,39,85,58,49,89
13,f,8,Marathi,45,81,92,41,84,89,48,85
8,f,3,Marathi,76,51,97,53,73,92,64,60
11,m,6,Geography,99,70,74,47,43,48,36,37
9,m,4,Hindi,94,98,39,44,44,74,93,97
15,f,10,Maths,84,92,77,84,51,44,35,69
11,m,6,Marathi,50,37,54,69,91,44,50,59
6,m,1,History,91,69,74,65,84,70,61,79
8,m,3,History,85,54,51,95,49,57,64,38
11,f,6,Computer,41,70,41,79,40,46,72,66
8,m,3,History,48,95,52,64,72,37,48,66
11,f,6,Hindi,98,53,57,96,84,64,77,35
13,m,8,Computer,82,98,78,41,59,43,46,91
15,f,10,Science,43,91,59,90,94,63,99,44
9,f,4,English,75,84,47,89,49,99,41,43
7,m,2,Maths,40,44,93,46,55,53,96,48
10,m,5,Computer,79,63,68,79,81,38,76,68
9,m,4,Marathi,37,66,39,80,38,61,41,61
15,f,10,Maths,70,82,83,54,68,38,61,35
6,f,1,Maths,68,57,36,95,76,66,95,66
12,m,7,Geography,90,44,62,75,55,99,35,91
14,f,9,Marathi,74,64,65,65,38,68,35,75
11,m,6,Geography,79,72,81,99,93,37,50,60
12,m,7,Geography,61,62,55,87,46,88,54,87
8,f,3,Computer,40,83,96,69,87,87,38,75
14,f,9,English,70,79,46,58,84,63,42,97
9,m,4,Computer,96,80,78,50,70,44,96,64
9,m,4,History,59,41,71,65,67,94,67,57
12,f,7,Hindi,60,56,73,92,96,100,35,100
14,m,9,Computer,54,36,98,36,51,87,45,59
12,m,7,English,89,87,83,40,81,97,76,81
13,m,8,Maths,72,68,36,63,86,87,56,99
13,f,8,Marathi,98,58,53,41,99,89,51,82
13,m,8,History,65,87,90,79,70,57,46,50
10,f,5,Science,91,74,99,73,61,54,97,42
7,m,2,English,99,69,66,37,86,39,44,85
6,f,1,History,93,67,57,55,64,68,71,47
12,f,7,English,58,64,73,94,50,75,78,43
11,m,6,Geography,40,56,58,49,78,41,89,56
7,m,2,History,67,72,43,77,71,56,45,60
14,m,9,Maths,76,69,80,65,61,39,90,68
6,f,1,Science,88,36,55,88,60,37,93,72
6,f,1,Computer,79,89,57,44,39,47,77,44
14,m,9,Hindi,48,58,85,49,93,59,94,75
14,f,9,Maths,48,38,71,67,93,90,62,99
11,m,6,Geography,50,82,72,81,81,67,55,74
8,m,3,English,69,91,57,45,37,53,68,37
12,f,7,English,73,59,53,50,89,76,92,74
13,f,8,Science,83,100,91,76,48,61,57,67
15,m,10,Marathi,94,70,41,75,76,62,71,100
10,m,5,Marathi,36,41,38,41,38,88,85,90
11,f,6,Maths,68,92,35,91,47,42,85,56
10,m,5,Computer,85,63,35,76,61,53,78,91
11,m,6,Marathi,48,49,93,43,48,47,42,87
15,m,10,English,81,35,94,65,82,91,50,48
12,f,7,Science,43,38,88,93,87,55,84,63
12,m,7,Maths,41,84,81,48,46,87,95,62
15,f,10,Maths,52,84,71,84,70,71,85,40
12,m,7,History,68,66,56,69,68,52,64,96
7,f,2,Computer,39,59,84,57,35,39,71,36
9,f,4,History,89,100,83,41,56,46,60,61
9,m,4,Marathi,87,50,56,52,82,64,48,83
8,m,3,Maths,79,63,79,84,76,64,84,53
10,m,5,Hindi,88,96,35,90,65,81,41,65
8,f,3,Maths,87,75,85,41,81,100,45,41
9,f,4,Maths,88,36,63,37,39,38,39,93
12,m,7,Marathi,78,61,71,51,62,46,66,51
14,f,9,Science,80,90,97,43,81,35,98,85
8,m,3,Marathi,44,96,71,65,85,99,37,86
14,m,9,Science,91,53,64,94,53,70,65,96
8,f,3,Geography,77,37,39,38,96,37,44,82
6,f,1,Computer,42,62,98,81,60,51,80,92
7,m,2,History,62,38,79,79,48,94,63,53
9,m,4,Geography,36,53,73,60,80,68,46,65
6,f,1,History,50,50,43,56,46,59,37,46
11,m,6,Science,93,63,42,77,72,80,36,41
6,m,1,Maths,57,80,76,38,66,43,63,42
12,m,7,English,100,50,70,68,94,90,55,46
10,f,5,Science,65,96,71,64,59,44,44,53
7,m,2,Computer,64,47,62,36,53,45,56,38
15,f,10,Maths,74,43,86,86,66,63,38,58
13,m,8,Geography,83,52,80,51,99,98,48,81
11,f,6,Hindi,54,96,53,51,78,92,74,58
8,f,3,Geography,62,66,85,64,42,98,72,71
11,m,6,Computer,92,88,84,41,42,57,68,38
15,m,10,History,98,73,97,69,58,45,64,66
11,m,6,Hindi,86,78,61,48,96,59,45,35
10,f,5,Computer,86,54,59,42,46,67,92,59
